From	To	Species	Gene Name
213970_at	RABL3	Homo sapiens	RAB, member of RAS oncogene family-like 3
221502_at	kpna3	Homo sapiens	karyopherin alpha 3 (importin alpha 4)
222380_s_at	pdcd6	Homo sapiens	aryl-hydrocarbon receptor repressor; programmed cell death 6
222380_s_at	AHRR	Homo sapiens	aryl-hydrocarbon receptor repressor; programmed cell death 6
203801_at	mRpS14	Homo sapiens	mitochondrial ribosomal protein S14
203887_s_at	THBD	Homo sapiens	thrombomodulin
211360_s_at	ITPR2	Homo sapiens	inositol 1,4,5-triphosphate receptor, type 2
205749_at	CYP1A1	Homo sapiens	cytochrome P450, family 1, subfamily A, polypeptide 1
216483_s_at	c19orf10	Homo sapiens	chromosome 19 open reading frame 10
203663_s_at	COX5A	Homo sapiens	cytochrome c oxidase subunit Va
219907_at	Frs3	Homo sapiens	fibroblast growth factor receptor substrate 3
219339_s_at	EHMT1	Homo sapiens	euchromatic histone-lysine N-methyltransferase 1
205728_at	ODZ1	Homo sapiens	odz, odd Oz/ten-m homolog 1(Drosophila)
201161_s_at	CSDAP1	Homo sapiens	cold shock domain protein A; cold shock domain protein A pseudogene 1
201161_s_at	csdA	Homo sapiens	cold shock domain protein A; cold shock domain protein A pseudogene 1
213591_at	ALDH7A1	Homo sapiens	aldehyde dehydrogenase 7 family, member A1
204229_at	slc17a7	Homo sapiens	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 7
212906_at	Gramd1b	Homo sapiens	GRAM domain containing 1B
207747_s_at	Dok4	Homo sapiens	docking protein 4
211597_s_at	hopx	Homo sapiens	HOP homeobox
207471_at	rars2	Homo sapiens	arginyl-tRNA synthetase 2, mitochondrial
215847_at	HERC2P2	Homo sapiens	hect domain and RLD 2 pseudogene 2; hect domain and RLD 2 pseudogene 3
215847_at	HERC2P3	Homo sapiens	hect domain and RLD 2 pseudogene 2; hect domain and RLD 2 pseudogene 3
220619_at	chd7	Homo sapiens	chromodomain helicase DNA binding protein 7
203694_s_at	Dhx16	Homo sapiens	DEAH (Asp-Glu-Ala-His) box polypeptide 16
216671_x_at	MUC8	Homo sapiens	mucin 8
214014_at	Cdc42ep2	Homo sapiens	CDC42 effector protein (Rho GTPase binding) 2
202424_at	LOC407835	Homo sapiens	mitogen-activated protein kinase kinase 2 pseudogene; mitogen-activated protein kinase kinase 2
202424_at	Map2k2	Homo sapiens	mitogen-activated protein kinase kinase 2 pseudogene; mitogen-activated protein kinase kinase 2
51226_at	Rbm12b	Homo sapiens	RNA binding motif protein 12B
204239_s_at	Nnat	Homo sapiens	neuronatin
213416_at	ITGA4	Homo sapiens	integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)
208153_s_at	Fat2	Homo sapiens	FAT tumor suppressor homolog 2 (Drosophila)
201929_s_at	PKP4	Homo sapiens	plakophilin 4
204111_at	HNMT	Homo sapiens	histamine N-methyltransferase
201108_s_at	Thbs1	Homo sapiens	thrombospondin 1
219272_at	Trim62	Homo sapiens	tripartite motif-containing 62
219846_at	YY1AP1	Homo sapiens	YY1 associated protein 1; gon-4-like (C. elegans)
219846_at	GON4L	Homo sapiens	YY1 associated protein 1; gon-4-like (C. elegans)
209088_s_at	Ubn1	Homo sapiens	ubinuclein 1
202099_s_at	DGCR2	Homo sapiens	DiGeorge syndrome critical region gene 2
216263_s_at	ngdn	Homo sapiens	neuroguidin, EIF4E binding protein
220108_at	GNA14	Homo sapiens	guanine nucleotide binding protein (G protein), alpha 14
202228_s_at	NPTN	Homo sapiens	neuroplastin
216745_x_at	Lrch1	Homo sapiens	leucine-rich repeats and calponin homology (CH) domain containing 1
202219_at	SLC6A8	Homo sapiens	solute carrier family 6 (neurotransmitter transporter, creatine), member 8
209262_s_at	NR2F6	Homo sapiens	nuclear receptor subfamily 2, group F, member 6
221941_at	PAOX	Homo sapiens	polyamine oxidase (exo-N4-amino)
38691_s_at	SFTPC	Homo sapiens	surfactant protein C
220828_s_at	FLJ11292	Homo sapiens	hypothetical protein FLJ11292
201904_s_at	Ctdspl	Homo sapiens	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase-like
202446_s_at	plscr1	Homo sapiens	phospholipid scramblase 1
204680_s_at	RAPGEF5	Homo sapiens	Rap guanine nucleotide exchange factor (GEF) 5
209486_at	UTP3	Homo sapiens	UTP3, small subunit (SSU) processome component, homolog (S. cerevisiae)
207319_s_at	CDK13	Homo sapiens	cell division cycle 2-like 5 (cholinesterase-related cell division controller)
203145_at	SPAG5	Homo sapiens	sperm associated antigen 5
212899_at	CDK19	Homo sapiens	cell division cycle 2-like 6 (CDK8-like)
213787_s_at	EBP	Homo sapiens	emopamil binding protein (sterol isomerase)
222018_at	NACA2	Homo sapiens	nascent polypeptide-associated complex alpha subunit 2
221666_s_at	pycard	Homo sapiens	PYD and CARD domain containing
222258_s_at	SH3BP4	Homo sapiens	SH3-domain binding protein 4
204881_s_at	UGCG	Homo sapiens	UDP-glucose ceramide glucosyltransferase
201849_at	BNIP3	Homo sapiens	BCL2/adenovirus E1B 19kDa interacting protein 3
214782_at	cttn	Homo sapiens	cortactin
214472_at	HIST2H3A	Homo sapiens	histone cluster 1, H3j; histone cluster 1, H3i; histone cluster 1, H3h; histone cluster 1, H3g; histone cluster 1, H3f; histone cluster 1, H3e; histone cluster 1, H3d; histone cluster 1, H3c; histone cluster 1, H3b; histone cluster 1, H3a; histone cluster 1, H2ad; histone cluster 2, H3a; histone cluster 2, H3c; histone cluster 2, H3d
214472_at	HIST1H3J	Homo sapiens	histone cluster 1, H3j; histone cluster 1, H3i; histone cluster 1, H3h; histone cluster 1, H3g; histone cluster 1, H3f; histone cluster 1, H3e; histone cluster 1, H3d; histone cluster 1, H3c; histone cluster 1, H3b; histone cluster 1, H3a; histone cluster 1, H2ad; histone cluster 2, H3a; histone cluster 2, H3c; histone cluster 2, H3d
214472_at	hist1h3g	Homo sapiens	histone cluster 1, H3j; histone cluster 1, H3i; histone cluster 1, H3h; histone cluster 1, H3g; histone cluster 1, H3f; histone cluster 1, H3e; histone cluster 1, H3d; histone cluster 1, H3c; histone cluster 1, H3b; histone cluster 1, H3a; histone cluster 1, H2ad; histone cluster 2, H3a; histone cluster 2, H3c; histone cluster 2, H3d
214472_at	Hist1h2ad	Homo sapiens	histone cluster 1, H3j; histone cluster 1, H3i; histone cluster 1, H3h; histone cluster 1, H3g; histone cluster 1, H3f; histone cluster 1, H3e; histone cluster 1, H3d; histone cluster 1, H3c; histone cluster 1, H3b; histone cluster 1, H3a; histone cluster 1, H2ad; histone cluster 2, H3a; histone cluster 2, H3c; histone cluster 2, H3d
214472_at	HIST1H3A	Homo sapiens	histone cluster 1, H3j; histone cluster 1, H3i; histone cluster 1, H3h; histone cluster 1, H3g; histone cluster 1, H3f; histone cluster 1, H3e; histone cluster 1, H3d; histone cluster 1, H3c; histone cluster 1, H3b; histone cluster 1, H3a; histone cluster 1, H2ad; histone cluster 2, H3a; histone cluster 2, H3c; histone cluster 2, H3d
214472_at	Hist1h3i	Homo sapiens	histone cluster 1, H3j; histone cluster 1, H3i; histone cluster 1, H3h; histone cluster 1, H3g; histone cluster 1, H3f; histone cluster 1, H3e; histone cluster 1, H3d; histone cluster 1, H3c; histone cluster 1, H3b; histone cluster 1, H3a; histone cluster 1, H2ad; histone cluster 2, H3a; histone cluster 2, H3c; histone cluster 2, H3d
214472_at	HIST1H3B	Homo sapiens	histone cluster 1, H3j; histone cluster 1, H3i; histone cluster 1, H3h; histone cluster 1, H3g; histone cluster 1, H3f; histone cluster 1, H3e; histone cluster 1, H3d; histone cluster 1, H3c; histone cluster 1, H3b; histone cluster 1, H3a; histone cluster 1, H2ad; histone cluster 2, H3a; histone cluster 2, H3c; histone cluster 2, H3d
214472_at	HIST1H3C	Homo sapiens	histone cluster 1, H3j; histone cluster 1, H3i; histone cluster 1, H3h; histone cluster 1, H3g; histone cluster 1, H3f; histone cluster 1, H3e; histone cluster 1, H3d; histone cluster 1, H3c; histone cluster 1, H3b; histone cluster 1, H3a; histone cluster 1, H2ad; histone cluster 2, H3a; histone cluster 2, H3c; histone cluster 2, H3d
214472_at	HIST1H3D	Homo sapiens	histone cluster 1, H3j; histone cluster 1, H3i; histone cluster 1, H3h; histone cluster 1, H3g; histone cluster 1, H3f; histone cluster 1, H3e; histone cluster 1, H3d; histone cluster 1, H3c; histone cluster 1, H3b; histone cluster 1, H3a; histone cluster 1, H2ad; histone cluster 2, H3a; histone cluster 2, H3c; histone cluster 2, H3d
214472_at	HIST1H3E	Homo sapiens	histone cluster 1, H3j; histone cluster 1, H3i; histone cluster 1, H3h; histone cluster 1, H3g; histone cluster 1, H3f; histone cluster 1, H3e; histone cluster 1, H3d; histone cluster 1, H3c; histone cluster 1, H3b; histone cluster 1, H3a; histone cluster 1, H2ad; histone cluster 2, H3a; histone cluster 2, H3c; histone cluster 2, H3d
214472_at	HIST1H3F	Homo sapiens	histone cluster 1, H3j; histone cluster 1, H3i; histone cluster 1, H3h; histone cluster 1, H3g; histone cluster 1, H3f; histone cluster 1, H3e; histone cluster 1, H3d; histone cluster 1, H3c; histone cluster 1, H3b; histone cluster 1, H3a; histone cluster 1, H2ad; histone cluster 2, H3a; histone cluster 2, H3c; histone cluster 2, H3d
214472_at	hist2h3c	Homo sapiens	histone cluster 1, H3j; histone cluster 1, H3i; histone cluster 1, H3h; histone cluster 1, H3g; histone cluster 1, H3f; histone cluster 1, H3e; histone cluster 1, H3d; histone cluster 1, H3c; histone cluster 1, H3b; histone cluster 1, H3a; histone cluster 1, H2ad; histone cluster 2, H3a; histone cluster 2, H3c; histone cluster 2, H3d
214472_at	HIST1H3H	Homo sapiens	histone cluster 1, H3j; histone cluster 1, H3i; histone cluster 1, H3h; histone cluster 1, H3g; histone cluster 1, H3f; histone cluster 1, H3e; histone cluster 1, H3d; histone cluster 1, H3c; histone cluster 1, H3b; histone cluster 1, H3a; histone cluster 1, H2ad; histone cluster 2, H3a; histone cluster 2, H3c; histone cluster 2, H3d
214472_at	HIST2H3D	Homo sapiens	histone cluster 1, H3j; histone cluster 1, H3i; histone cluster 1, H3h; histone cluster 1, H3g; histone cluster 1, H3f; histone cluster 1, H3e; histone cluster 1, H3d; histone cluster 1, H3c; histone cluster 1, H3b; histone cluster 1, H3a; histone cluster 1, H2ad; histone cluster 2, H3a; histone cluster 2, H3c; histone cluster 2, H3d
208930_s_at	ilf3	Homo sapiens	interleukin enhancer binding factor 3, 90kDa
216113_at	ABI2	Homo sapiens	abl interactor 2
207972_at	GLRA1	Homo sapiens	glycine receptor, alpha 1
220664_at	SPRR2C	Homo sapiens	small proline-rich protein 2C (pseudogene); small proline-rich protein 2G
220664_at	Sprr2g	Homo sapiens	small proline-rich protein 2C (pseudogene); small proline-rich protein 2G
219720_s_at	C14orf118	Homo sapiens	chromosome 14 open reading frame 118
202717_s_at	CDC16	Homo sapiens	cell division cycle 16 homolog (S. cerevisiae)
212740_at	PIK3R4	Homo sapiens	phosphoinositide-3-kinase, regulatory subunit 4
200879_s_at	Epas1	Homo sapiens	endothelial PAS domain protein 1
216807_at	KIAA1751	Homo sapiens	KIAA1751
203047_at	STK10	Homo sapiens	serine/threonine kinase 10
219444_at	BCORL1	Homo sapiens	BCL6 co-repressor-like 1
213037_x_at	STAU1	Homo sapiens	staufen, RNA binding protein, homolog 1 (Drosophila)
221375_at	OR1G1	Homo sapiens	olfactory receptor, family 1, subfamily G, member 1
214382_at	UNC93A	Homo sapiens	unc-93 homolog A (C. elegans)
216034_at	ZNF280A	Homo sapiens	zinc finger protein 280A
208878_s_at	Pak2	Homo sapiens	p21 protein (Cdc42/Rac)-activated kinase 2
220429_at	NDST3	Homo sapiens	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 3
208680_at	PRDX1	Homo sapiens	peroxiredoxin 1
200817_x_at	RPS10P7	Homo sapiens	ribosomal protein S10; ribosomal protein S10 pseudogene 4; ribosomal protein S10 pseudogene 11; ribosomal protein S10 pseudogene 22; ribosomal protein S10 pseudogene 7; ribosomal protein S10 pseudogene 13
200817_x_at	RPS10P11	Homo sapiens	ribosomal protein S10; ribosomal protein S10 pseudogene 4; ribosomal protein S10 pseudogene 11; ribosomal protein S10 pseudogene 22; ribosomal protein S10 pseudogene 7; ribosomal protein S10 pseudogene 13
200817_x_at	rps10	Homo sapiens	ribosomal protein S10; ribosomal protein S10 pseudogene 4; ribosomal protein S10 pseudogene 11; ribosomal protein S10 pseudogene 22; ribosomal protein S10 pseudogene 7; ribosomal protein S10 pseudogene 13
200817_x_at	RPS10P13	Homo sapiens	ribosomal protein S10; ribosomal protein S10 pseudogene 4; ribosomal protein S10 pseudogene 11; ribosomal protein S10 pseudogene 22; ribosomal protein S10 pseudogene 7; ribosomal protein S10 pseudogene 13
200817_x_at	RPS10P4	Homo sapiens	ribosomal protein S10; ribosomal protein S10 pseudogene 4; ribosomal protein S10 pseudogene 11; ribosomal protein S10 pseudogene 22; ribosomal protein S10 pseudogene 7; ribosomal protein S10 pseudogene 13
200817_x_at	RPS10P22	Homo sapiens	ribosomal protein S10; ribosomal protein S10 pseudogene 4; ribosomal protein S10 pseudogene 11; ribosomal protein S10 pseudogene 22; ribosomal protein S10 pseudogene 7; ribosomal protein S10 pseudogene 13
218145_at	TRIB3	Homo sapiens	tribbles homolog 3 (Drosophila)
214118_x_at	pcm1	Homo sapiens	pericentriolar material 1
211870_s_at	PCDHA3	Homo sapiens	protocadherin alpha 3
210389_x_at	TUBD1	Homo sapiens	tubulin, delta 1
216713_at	KRIT1	Homo sapiens	KRIT1, ankyrin repeat containing
218239_s_at	GTPBP4	Homo sapiens	GTP binding protein 4
207091_at	P2RX7	Homo sapiens	purinergic receptor P2X, ligand-gated ion channel, 7
212089_at	lmna	Homo sapiens	lamin A/C
204919_at	PRR4	Homo sapiens	proline rich 4 (lacrimal)
203741_s_at	ADCY7	Homo sapiens	adenylate cyclase 7
207010_at	GABRB1	Homo sapiens	gamma-aminobutyric acid (GABA) A receptor, beta 1
219532_at	ELOVL4	Homo sapiens	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 4
220468_at	ARL14	Homo sapiens	ADP-ribosylation factor-like 14
221890_at	ZNF335	Homo sapiens	zinc finger protein 335
215016_x_at	DST	Homo sapiens	dystonin
220213_at	TSHZ2	Homo sapiens	teashirt zinc finger homeobox 2
205733_at	Blm	Homo sapiens	Bloom syndrome, RecQ helicase-like
209023_s_at	STAG2	Homo sapiens	stromal antigen 2
217634_at	SVIL	Homo sapiens	supervillin
209720_s_at	Serpinb3	Homo sapiens	serpin peptidase inhibitor, clade B (ovalbumin), member 3
204617_s_at	acd	Homo sapiens	adrenocortical dysplasia homolog (mouse)
202188_at	NUP93	Homo sapiens	nucleoporin 93kDa
213791_at	Penk	Homo sapiens	proenkephalin
221212_x_at	pbrm1	Homo sapiens	polybromo 1
213307_at	SHANK2	Homo sapiens	SH3 and multiple ankyrin repeat domains 2
222354_at	F11r	Homo sapiens	F11 receptor
201944_at	Hexb	Homo sapiens	hexosaminidase B (beta polypeptide)
202073_at	OPTN	Homo sapiens	optineurin
208469_s_at	Egfl8	Homo sapiens	EGF-like-domain, multiple 8
207255_at	LEPR	Homo sapiens	leptin receptor
206087_x_at	HFE	Homo sapiens	hemochromatosis
209856_x_at	ABI2	Homo sapiens	abl interactor 2
219078_at	gpatch2	Homo sapiens	G patch domain containing 2
213465_s_at	Ppp1r7	Homo sapiens	protein phosphatase 1, regulatory (inhibitor) subunit 7
210809_s_at	postn	Homo sapiens	periostin, osteoblast specific factor
221328_at	cldn17	Homo sapiens	claudin 17
214270_s_at	MAPRE3	Homo sapiens	microtubule-associated protein, RP/EB family, member 3
207443_at	nr2e1	Homo sapiens	nuclear receptor subfamily 2, group E, member 1
205323_s_at	MTF1	Homo sapiens	metal-regulatory transcription factor 1
206046_at	ADAM23	Homo sapiens	ADAM metallopeptidase domain 23
208313_s_at	Sf1	Homo sapiens	splicing factor 1
209130_at	snap23	Homo sapiens	synaptosomal-associated protein, 23kDa
212113_at	LOC552889	Homo sapiens	hypothetical protein LOC552889
203459_s_at	VPS16	Homo sapiens	vacuolar protein sorting 16 homolog A (S. cerevisiae)
205999_x_at	CYP3A4	Homo sapiens	cytochrome P450, family 3, subfamily A, polypeptide 4
214974_x_at	CXCL5	Homo sapiens	chemokine (C-X-C motif) ligand 5
208228_s_at	FGFR2	Homo sapiens	fibroblast growth factor receptor 2
211493_x_at	Dtna	Homo sapiens	dystrobrevin, alpha
220620_at	Crct1	Homo sapiens	cysteine-rich C-terminal 1
214494_s_at	SPG7	Homo sapiens	spastic paraplegia 7 (pure and complicated autosomal recessive)
203716_s_at	DPP4	Homo sapiens	dipeptidyl-peptidase 4
221357_at	chrm4	Homo sapiens	cholinergic receptor, muscarinic 4
219316_s_at	Flvcr2	Homo sapiens	feline leukemia virus subgroup C cellular receptor family, member 2
210641_at	Capn9	Homo sapiens	calpain 9
218862_at	ASB13	Homo sapiens	ankyrin repeat and SOCS box-containing 13
AFFX-HSAC07/X00351_3_at	ACTB	Homo sapiens	actin, beta
208546_x_at	Hist1h2bh	Homo sapiens	histone cluster 1, H2bh
213287_s_at	KRT10	Homo sapiens	keratin 10
210556_at	Nfatc3	Homo sapiens	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3
215964_at	SNTG1	Homo sapiens	syntrophin, gamma 1
202635_s_at	POLR2K	Homo sapiens	polymerase (RNA) II (DNA directed) polypeptide K, 7.0kDa
217673_x_at	Gnas	Homo sapiens	GNAS complex locus
219005_at	TMEM59L	Homo sapiens	transmembrane protein 59-like
214181_x_at	Lst1	Homo sapiens	leukocyte specific transcript 1
205081_at	crip1	Homo sapiens	cysteine-rich protein 1 (intestinal)
206149_at	chp2	Homo sapiens	calcineurin B homologous protein 2
209307_at	SWAP70	Homo sapiens	SWAP switching B-cell complex 70kDa subunit
218458_at	GMCL1	Homo sapiens	germ cell-less homolog 1 (Drosophila)-like; germ cell-less homolog 1 (Drosophila)
218458_at	GMCL1L	Homo sapiens	germ cell-less homolog 1 (Drosophila)-like; germ cell-less homolog 1 (Drosophila)
212363_x_at	ACTG1	Homo sapiens	actin, gamma 1
220649_at	Agbl3	Homo sapiens	ATP/GTP binding protein-like 3
222107_x_at	lzts1	Homo sapiens	leucine zipper, putative tumor suppressor 1
219167_at	RASL12	Homo sapiens	RAS-like, family 12
221053_s_at	Tdrkh	Homo sapiens	tudor and KH domain containing
212882_at	KLHL18	Homo sapiens	kelch-like 18 (Drosophila)
32099_at	SAFB2	Homo sapiens	scaffold attachment factor B2
218430_s_at	RFX7	Homo sapiens	regulatory factor X, 7
221398_at	TAS2R8	Homo sapiens	taste receptor, type 2, member 8
217862_at	PIAS1	Homo sapiens	protein inhibitor of activated STAT, 1
216045_at	CCDC144B	Homo sapiens	coiled-coil domain containing 144B; coiled-coil domain containing 144A; coiled-coil domain containing 144C
216045_at	CCDC144C	Homo sapiens	coiled-coil domain containing 144B; coiled-coil domain containing 144A; coiled-coil domain containing 144C
216045_at	CCDC144A	Homo sapiens	coiled-coil domain containing 144B; coiled-coil domain containing 144A; coiled-coil domain containing 144C
40665_at	fmo3	Homo sapiens	flavin containing monooxygenase 3
203809_s_at	akt2	Homo sapiens	v-akt murine thymoma viral oncogene homolog 2
215625_at	LOC644450	Homo sapiens	hypothetical protein LOC644450
34764_at	Lars2	Homo sapiens	leucyl-tRNA synthetase 2, mitochondrial
217884_at	Nat10	Homo sapiens	N-acetyltransferase 10 (GCN5-related)
211759_x_at	TBCB	Homo sapiens	tubulin folding cofactor B
200056_s_at	C1DP2	Homo sapiens	C1D nuclear receptor co-repressor; similar to nuclear DNA-binding protein; similar to hCG1791993
200056_s_at	C1DP3	Homo sapiens	C1D nuclear receptor co-repressor; similar to nuclear DNA-binding protein; similar to hCG1791993
