From	To	Species	Gene Name
A_23_P254415	RPSAP8	Homo sapiens	ribosomal protein SA pseudogene 9; ribosomal protein SA pseudogene 8; ribosomal protein SA pseudogene 58; ribosomal protein SA pseudogene 19; ribosomal protein SA pseudogene 18; ribosomal protein SA; ribosomal protein SA pseudogene 15; ribosomal protein SA pseudogene 61; ribosomal protein SA pseudogene 29; ribosomal protein SA pseudogene 12
A_23_P254415	RPSAP9	Homo sapiens	ribosomal protein SA pseudogene 9; ribosomal protein SA pseudogene 8; ribosomal protein SA pseudogene 58; ribosomal protein SA pseudogene 19; ribosomal protein SA pseudogene 18; ribosomal protein SA; ribosomal protein SA pseudogene 15; ribosomal protein SA pseudogene 61; ribosomal protein SA pseudogene 29; ribosomal protein SA pseudogene 12
A_23_P254415	RPSAP12	Homo sapiens	ribosomal protein SA pseudogene 9; ribosomal protein SA pseudogene 8; ribosomal protein SA pseudogene 58; ribosomal protein SA pseudogene 19; ribosomal protein SA pseudogene 18; ribosomal protein SA; ribosomal protein SA pseudogene 15; ribosomal protein SA pseudogene 61; ribosomal protein SA pseudogene 29; ribosomal protein SA pseudogene 12
A_23_P254415	RPSAP29	Homo sapiens	ribosomal protein SA pseudogene 9; ribosomal protein SA pseudogene 8; ribosomal protein SA pseudogene 58; ribosomal protein SA pseudogene 19; ribosomal protein SA pseudogene 18; ribosomal protein SA; ribosomal protein SA pseudogene 15; ribosomal protein SA pseudogene 61; ribosomal protein SA pseudogene 29; ribosomal protein SA pseudogene 12
A_23_P254415	RPSAP61	Homo sapiens	ribosomal protein SA pseudogene 9; ribosomal protein SA pseudogene 8; ribosomal protein SA pseudogene 58; ribosomal protein SA pseudogene 19; ribosomal protein SA pseudogene 18; ribosomal protein SA; ribosomal protein SA pseudogene 15; ribosomal protein SA pseudogene 61; ribosomal protein SA pseudogene 29; ribosomal protein SA pseudogene 12
A_23_P344194	C12orf68	Homo sapiens	chromosome 12 open reading frame 68
A_23_P111662	snrnp35	Homo sapiens	ATP-binding cassette, sub-family B (MDR/TAP), member 5; small nuclear ribonucleoprotein 35kDa (U11/U12)
A_23_P111662	Abcb5	Homo sapiens	ATP-binding cassette, sub-family B (MDR/TAP), member 5; small nuclear ribonucleoprotein 35kDa (U11/U12)
A_23_P307274	OR2H2	Homo sapiens	olfactory receptor, family 2, subfamily H, member 2
A_23_P257962	GRIN1	Homo sapiens	glutamate receptor, ionotropic, N-methyl D-aspartate 1
A_23_P167308	LOC644006	Homo sapiens	ring finger protein 4; hypothetical LOC644006
A_23_P167308	Rnf4	Homo sapiens	ring finger protein 4; hypothetical LOC644006
A_23_P138271	ARL8A	Homo sapiens	ADP-ribosylation factor-like 8A
A_23_P128783	Eapp	Homo sapiens	E2F-associated phosphoprotein
A_23_P60146	pdgfrl	Homo sapiens	platelet-derived growth factor receptor-like
A_23_P308722	C2orf39	Homo sapiens	chromosome 2 open reading frame 39
A_23_P258698	MANBA	Homo sapiens	mannosidase, beta A, lysosomal
A_23_P341325	Rpl10l	Homo sapiens	ribosomal protein L10-like
A_32_P68746	SMU1	Homo sapiens	smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans)
A_23_P55544	ccbe1	Homo sapiens	collagen and calcium binding EGF domains 1
A_24_P307974	TAF8	Homo sapiens	TAF8 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 43kDa
A_23_P125505	PPEF1	Homo sapiens	protein phosphatase, EF-hand calcium binding domain 1
A_23_P9485	ORM2	Homo sapiens	orosomucoid 2
A_23_P111672	tes	Homo sapiens	testis derived transcript (3 LIM domains)
A_23_P89132	ZP2	Homo sapiens	zona pellucida glycoprotein 2 (sperm receptor)
A_23_P254404	SNX33	Homo sapiens	sorting nexin 33
A_23_P7221	Rpl34	Homo sapiens	ribosomal protein L34
A_23_P502553	Trim35	Homo sapiens	tripartite motif-containing 35
A_24_P911607	WNT7B	Homo sapiens	wingless-type MMTV integration site family, member 7B
A_23_P89123	cfdp1	Homo sapiens	craniofacial development protein 1
A_23_P166269	Fam3b	Homo sapiens	family with sequence similarity 3, member B
A_24_P8165	Slc15a1	Homo sapiens	solute carrier family 15 (oligopeptide transporter), member 1
A_23_P60130	MAL2	Homo sapiens	mal, T-cell differentiation protein 2
A_23_P351844	CD1B	Homo sapiens	CD1b molecule
A_24_P366652	ITGAD	Homo sapiens	integrin, alpha D
A_23_P258689	heatr2	Homo sapiens	HEAT repeat containing 2
A_23_P209269	PPM1B	Homo sapiens	protein phosphatase 1B (formerly 2C), magnesium-dependent, beta isoform
A_23_P257956	ilf2	Homo sapiens	interleukin enhancer binding factor 2, 45kDa
A_23_P71170	Trpv6	Homo sapiens	transient receptor potential cation channel, subfamily V, member 6
A_23_P169460	FRMPD1	Homo sapiens	FERM and PDZ domain containing 1
A_24_P337657	Srf	Homo sapiens	serum response factor (c-fos serum response element-binding transcription factor)
A_32_P163125	sgms1	Homo sapiens	sphingomyelin synthase 1
A_23_P404536	ENPP3	Homo sapiens	ectonucleotide pyrophosphatase/phosphodiesterase 3
A_23_P89163	EXOC7	Homo sapiens	exocyst complex component 7
A_32_P197489	KLF13	Homo sapiens	Kruppel-like factor 13
A_23_P9458	POLR1E	Homo sapiens	polymerase (RNA) I polypeptide E, 53kDa
A_24_P143843	ZBTB8OS	Homo sapiens	zinc finger and BTB domain containing 8 opposite strand; similar to hCG1645309; similar to zinc finger and BTB domain containing 8 opposite strand
A_24_P143843	LOC729898	Homo sapiens	zinc finger and BTB domain containing 8 opposite strand; similar to hCG1645309; similar to zinc finger and BTB domain containing 8 opposite strand
A_24_P143843	LOC729566	Homo sapiens	zinc finger and BTB domain containing 8 opposite strand; similar to hCG1645309; similar to zinc finger and BTB domain containing 8 opposite strand
A_23_P27005	DHRS11	Homo sapiens	dehydrogenase/reductase (SDR family) member 11
A_24_P63468	AGXT2	Homo sapiens	alanine-glyoxylate aminotransferase 2
A_23_P214091	Lypla1	Homo sapiens	lysophospholipase I
A_23_P27013	HOXB9	Homo sapiens	homeobox B9
A_23_P167328	cd38	Homo sapiens	CD38 molecule
A_23_P89155	Cdk3	Homo sapiens	cyclin-dependent kinase 3
A_23_P351837	Klhl35	Homo sapiens	kelch-like 35 (Drosophila)
A_23_P140797	CDH8	Homo sapiens	cadherin 8, type 2
A_32_P141923	NACA2	Homo sapiens	nascent polypeptide-associated complex alpha subunit 2
A_23_P403081	C5orf34	Homo sapiens	chromosome 5 open reading frame 34
A_23_P209232	CLIP4	Homo sapiens	CAP-GLY domain containing linker protein family, member 4
A_32_P315178	ATP13A5	Homo sapiens	ATPase type 13A5
A_23_P82000	TEAD3	Homo sapiens	TEA domain family member 3
A_23_P257945	HCCS	Homo sapiens	holocytochrome c synthase (cytochrome c heme-lyase)
A_24_P366644	EEF1A1P32	Homo sapiens	similar to mCG15232
A_24_P358554	BCAN	Homo sapiens	brevican
A_23_P256413	CMTM7	Homo sapiens	CKLF-like MARVEL transmembrane domain containing 7
A_32_P193322	RICTOR	Homo sapiens	RPTOR independent companion of MTOR, complex 2
A_23_P128759	SERPINA10	Homo sapiens	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 10
A_32_P358887	SLC4A4	Homo sapiens	solute carrier family 4, sodium bicarbonate cotransporter, member 4
A_23_P69310	CCRL2	Homo sapiens	chemokine (C-C motif) receptor-like 2
A_32_P198923	YWHAZ	Homo sapiens	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide
A_23_P169470	CDK9	Homo sapiens	cyclin-dependent kinase 9
A_24_P639505	STX6	Homo sapiens	syntaxin 6
A_24_P365180	Dsel	Homo sapiens	dermatan sulfate epimerase-like
A_32_P464135	DACH2	Homo sapiens	dachshund homolog 2 (Drosophila)
A_24_P330822	HNF1B	Homo sapiens	HNF1 homeobox B
A_23_P380208	VEPH1	Homo sapiens	ventricular zone expressed PH domain homolog 1 (zebrafish)
A_23_P9465	FPGS	Homo sapiens	folylpolyglutamate synthase
A_23_P214080	Egr1	Homo sapiens	early growth response 1
A_23_P111657	shh	Homo sapiens	sonic hedgehog homolog (Drosophila)
A_23_P415401	KLF9	Homo sapiens	Kruppel-like factor 9
A_24_P10444	ttll6	Homo sapiens	tubulin tyrosine ligase-like family, member 6
A_23_P132121	Sik1	Homo sapiens	salt-inducible kinase 1
A_24_P791040	FBXW2	Homo sapiens	F-box and WD repeat domain containing 2
A_23_P257936	TEX28P1	Homo sapiens	testis expressed 28; testis expressed 28 pseudogene 1; testis expressed 28 pseudogene 2
A_23_P257936	TEX28P2	Homo sapiens	testis expressed 28; testis expressed 28 pseudogene 1; testis expressed 28 pseudogene 2
A_23_P257936	TEX28	Homo sapiens	testis expressed 28; testis expressed 28 pseudogene 1; testis expressed 28 pseudogene 2
A_23_P209246	GLI2	Homo sapiens	GLI family zinc finger 2
A_24_P14902	TAS2R42	Homo sapiens	taste receptor, type 2, member 42
A_23_P121345	TBCCD1	Homo sapiens	TBCC domain containing 1
A_23_P91954	CCBP2	Homo sapiens	chemokine binding protein 2
A_23_P401675	MARVELD2	Homo sapiens	MARVEL domain containing 2
A_23_P75453	MEN1	Homo sapiens	multiple endocrine neoplasia I
A_23_P60210	RLN1	Homo sapiens	relaxin 1
A_32_P113584	znf292	Homo sapiens	zinc finger protein 292
A_23_P253395	Unc13b	Homo sapiens	unc-13 homolog B (C. elegans)
A_23_P9443	C9orf78	Homo sapiens	chromosome 9 open reading frame 78
A_24_P303454	TIAM2	Homo sapiens	T-cell lymphoma invasion and metastasis 2
A_23_P214144	col10a1	Homo sapiens	collagen, type X, alpha 1
A_23_P169494	ORM1	Homo sapiens	orosomucoid 1
A_23_P77918	Hs3st3b1	Homo sapiens	heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1
A_23_P381351	csh1	Homo sapiens	chorionic somatomammotropin hormone 1 (placental lactogen)
A_23_P60227	CCIN	Homo sapiens	calicin
A_23_P91943	IL12A	Homo sapiens	interleukin 12A (natural killer cell stimulatory factor 1, cytotoxic lymphocyte maturation factor 1, p35)
A_23_P121356	Bbx	Homo sapiens	bobby sox homolog (Drosophila)
A_23_P53324	Ogfod2	Homo sapiens	2-oxoglutarate and iron-dependent oxygenase domain containing 2
A_23_P138194	Ncf2	Homo sapiens	neutrophil cytosolic factor 2
A_23_P55586	CDH20	Homo sapiens	cadherin 20, type 2
A_24_P179611	tpr	Homo sapiens	translocated promoter region (to activated MET oncogene)
A_23_P60225	grhpr	Homo sapiens	glyoxylate reductase/hydroxypyruvate reductase
A_23_P502641	sec22c	Homo sapiens	SEC22 vesicle trafficking protein homolog C (S. cerevisiae)
A_24_P161036	Acot1	Homo sapiens	acyl-CoA thioesterase 1
A_23_P75441	nudt22	Homo sapiens	nudix (nucleoside diphosphate linked moiety X)-type motif 22
A_24_P366749	ATP8B2	Homo sapiens	ATPase, class I, type 8B, member 2
A_32_P190151	FAM86D	Homo sapiens	family with sequence similarity 86, member D
A_23_P53329	FLJ13224	Homo sapiens	hypothetical protein FLJ13224
A_32_P34826	C21orf88	Homo sapiens	chromosome 21 open reading frame 88
A_24_P263956	LOC552889	Homo sapiens	hypothetical protein LOC552889
A_23_P252276	FLJ20184	Homo sapiens	hypothetical protein FLJ20184
A_23_P379550	Yars	Homo sapiens	tyrosyl-tRNA synthetase
A_32_P163147	VSIG1	Homo sapiens	V-set and immunoglobulin domain containing 1
A_32_P216872	PDXDC2	Homo sapiens	pyridoxal-dependent decarboxylase domain containing 2
A_23_P118815	BIRC5	Homo sapiens	baculoviral IAP repeat-containing 5
A_23_P77908	slc47a2	Homo sapiens	solute carrier family 47, member 2
A_23_P148916	OSBPL9	Homo sapiens	oxysterol binding protein-like 9
A_24_P13831	SNX20	Homo sapiens	sorting nexin 20
A_23_P258621	rtcd1	Homo sapiens	RNA terminal phosphate cyclase domain 1
A_23_P121326	CYB561D2	Homo sapiens	cytochrome b-561 domain containing 2
A_23_P148919	cpt2	Homo sapiens	carnitine palmitoyltransferase 2
A_23_P209288	cul3	Homo sapiens	cullin 3
A_24_P257971	SLC27A4	Homo sapiens	solute carrier family 27 (fatty acid transporter), member 4
A_23_P253375	CUX1	Homo sapiens	cut-like homeobox 1
A_23_P91930	QTRTD1	Homo sapiens	queuine tRNA-ribosyltransferase domain containing 1
A_24_P626981	NUDT16P1	Homo sapiens	nudix (nucleoside diphosphate linked moiety X)-type motif 16 pseudogene
A_23_P404606	C5orf41	Homo sapiens	chromosome 5 open reading frame 41
A_23_P214168	col12a1	Homo sapiens	collagen, type XII, alpha 1
A_23_P305033	TAB3	Homo sapiens	mitogen-activated protein kinase kinase kinase 7 interacting protein 3
A_24_P91852	DYNLT3	Homo sapiens	dynein, light chain, Tctex-type 3
A_24_P358591	c2orf70	Homo sapiens	chromosome 2 open reading frame 70
A_24_P273666	Gnas	Homo sapiens	GNAS complex locus
A_24_P408321	OSBPL2	Homo sapiens	oxysterol binding protein-like 2
A_32_P47701	EEF1A1	Homo sapiens	eukaryotic translation elongation factor 1 alpha-like 7; eukaryotic translation elongation factor 1 alpha-like 3; similar to eukaryotic translation elongation factor 1 alpha 1; eukaryotic translation elongation factor 1 alpha 1
A_32_P47701	EEF1A1P9	Homo sapiens	eukaryotic translation elongation factor 1 alpha-like 7; eukaryotic translation elongation factor 1 alpha-like 3; similar to eukaryotic translation elongation factor 1 alpha 1; eukaryotic translation elongation factor 1 alpha 1
A_32_P47701	EEF1A1P5	Homo sapiens	eukaryotic translation elongation factor 1 alpha-like 7; eukaryotic translation elongation factor 1 alpha-like 3; similar to eukaryotic translation elongation factor 1 alpha 1; eukaryotic translation elongation factor 1 alpha 1
A_32_P47701	EEF1A1P24	Homo sapiens	eukaryotic translation elongation factor 1 alpha-like 7; eukaryotic translation elongation factor 1 alpha-like 3; similar to eukaryotic translation elongation factor 1 alpha 1; eukaryotic translation elongation factor 1 alpha 1
A_23_P141802	SERPINB7	Homo sapiens	serpin peptidase inhibitor, clade B (ovalbumin), member 7
A_24_P161018	PARP14	Homo sapiens	poly (ADP-ribose) polymerase family, member 14
A_23_P159907	MAGED4B	Homo sapiens	melanoma antigen family D, 4B; melanoma antigen family D, 4
A_23_P159907	MAGED4	Homo sapiens	melanoma antigen family D, 4B; melanoma antigen family D, 4
A_24_P381555	SAP18	Homo sapiens	Sin3A-associated protein, 18kDa
A_23_P502627	ZXDA	Homo sapiens	zinc finger, X-linked, duplicated A
A_23_P253389	SLC4A2	Homo sapiens	solute carrier family 4, anion exchanger, member 2 (erythrocyte membrane protein band 3-like 1)
A_23_P381368	HOXD10	Homo sapiens	homeobox D10
A_23_P9415	ACO1	Homo sapiens	aconitase 1, soluble
A_24_P263937	Ccdc23	Homo sapiens	coiled-coil domain containing 23
A_32_P163169	VDAC1P1	Homo sapiens	voltage-dependent anion channel 1; similar to voltage-dependent anion channel 1
A_32_P163169	VDAC1	Homo sapiens	voltage-dependent anion channel 1; similar to voltage-dependent anion channel 1
A_24_P587443	LOC731852	Homo sapiens	hypothetical LOC731852
A_24_P205019	ZNF250	Homo sapiens	zinc finger protein 250
A_24_P255845	SUPT16HP	Homo sapiens	suppressor of Ty 16 homolog (S. cerevisiae); suppressor of Ty 16 homolog (S. cerevisiae) pseudogene
A_24_P255845	SUPT16H	Homo sapiens	suppressor of Ty 16 homolog (S. cerevisiae); suppressor of Ty 16 homolog (S. cerevisiae) pseudogene
A_24_P849801	rpl22	Homo sapiens	ribosomal protein L22 pseudogene 11; ribosomal protein L22
A_24_P849801	RPL22P11	Homo sapiens	ribosomal protein L22 pseudogene 11; ribosomal protein L22
A_23_P159937	SLC6A8	Homo sapiens	solute carrier family 6 (neurotransmitter transporter, creatine), member 8
A_23_P38041	NAGPA	Homo sapiens	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase
A_23_P164089	RFFL	Homo sapiens	ring finger and FYVE-like domain containing 1
A_32_P47754	slc2a14	Homo sapiens	solute carrier family 2 (facilitated glucose transporter), member 14
A_23_P165136	LRRC25	Homo sapiens	leucine rich repeat containing 25
A_23_P67103	Zim3	Homo sapiens	zinc finger, imprinted 3
A_24_P205045	ERC2	Homo sapiens	ELKS/RAB6-interacting/CAST family member 2
A_23_P68234	Gpr75	Homo sapiens	G protein-coupled receptor 75
A_23_P251051	Nf2	Homo sapiens	neurofibromin 2 (merlin)
A_24_P212152	Fam128b	Homo sapiens	family with sequence similarity 128, member B
A_32_P212471	C1orf230	Homo sapiens	chromosome 1 open reading frame 230
A_23_P61707	Hpse2	Homo sapiens	heparanase 2
A_23_P68240	LOC653924	Homo sapiens	hypothetical protein LOC150763; similar to hCG1732629; similar to glycerol-3-phosphate acyltransferase, mitochondrial
A_23_P68240	LOC643219	Homo sapiens	hypothetical protein LOC150763; similar to hCG1732629; similar to glycerol-3-phosphate acyltransferase, mitochondrial
A_23_P68240	GPAT2	Homo sapiens	hypothetical protein LOC150763; similar to hCG1732629; similar to glycerol-3-phosphate acyltransferase, mitochondrial
A_24_P2948	Rusc1	Homo sapiens	RUN and SH3 domain containing 1
A_23_P9402	CNTFR	Homo sapiens	ciliary neurotrophic factor receptor
A_23_P39605	SULT1C4	Homo sapiens	sulfotransferase family, cytosolic, 1C, member 4
A_23_P125588	Tnmd	Homo sapiens	tenomodulin
A_23_P300124	Smcr8	Homo sapiens	Smith-Magenis syndrome chromosome region, candidate 8
A_23_P165130	Mpv17l2	Homo sapiens	MPV17 mitochondrial membrane protein-like 2
A_23_P39602	NCOA1	Homo sapiens	nuclear receptor coactivator 1
A_23_P151133	tspan9	Homo sapiens	tetraspanin 9
A_23_P305092	CRTAM	Homo sapiens	cytotoxic and regulatory T cell molecule
A_23_P125596	RPS6KA6	Homo sapiens	ribosomal protein S6 kinase, 90kDa, polypeptide 6
A_32_P46238	LOC339240	Homo sapiens	keratin pseudogene
A_23_P159920	ikbkg	Homo sapiens	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma
A_23_P258612	ATP8A2	Homo sapiens	ATPase, aminophospholipid transporter-like, class I, type 8A, member 2
A_23_P53363	xrcc6bp1	Homo sapiens	XRCC6 binding protein 1
A_24_P91830	SPANXN3	Homo sapiens	SPANX family, member N3
A_32_P309404	SLC22A3	Homo sapiens	solute carrier family 22 (extraneuronal monoamine transporter), member 3
A_24_P91832	ATP1B4	Homo sapiens	ATPase, (Na+)/K+ transporting, beta 4 polypeptide
A_23_P141863	ZNF544	Homo sapiens	zinc finger protein 544
A_23_P118854	KRT37	Homo sapiens	keratin 37
A_23_P142994	RBM45	Homo sapiens	RNA binding motif protein 45
A_24_P205036	ZNF676	Homo sapiens	zinc finger protein 676
A_24_P626932	LOC100133790	Homo sapiens	intestinal mucin-like
A_23_P502609	Pigq	Homo sapiens	phosphatidylinositol glycan anchor biosynthesis, class Q
A_24_P626931	Ube2cbp	Homo sapiens	ubiquitin-conjugating enzyme E2C binding protein
A_23_P128706	DYNC1H1	Homo sapiens	dynein, cytoplasmic 1, heavy chain 1
A_24_P305784	SPANXB2	Homo sapiens	SPANX family, member B1; SPANX family, member F1; SPANX family, member B2
A_24_P305784	SPANXB1	Homo sapiens	SPANX family, member B1; SPANX family, member F1; SPANX family, member B2
A_24_P305784	SPANXF1	Homo sapiens	SPANX family, member B1; SPANX family, member F1; SPANX family, member B2
A_23_P53370	RND1	Homo sapiens	Rho family GTPase 1
A_32_P133518	SUMO1P1	Homo sapiens	SUMO1 pseudogene 1
A_23_P39616	ORC2L	Homo sapiens	origin recognition complex, subunit 2-like (yeast)
A_32_P458472	C1orf95	Homo sapiens	chromosome 1 open reading frame 95
A_24_P263910	C14orf182	Homo sapiens	chromosome 14 open reading frame 182
A_23_P252236	KLKB1	Homo sapiens	kallikrein B, plasma (Fletcher factor) 1
A_23_P111701	GNG11	Homo sapiens	guanine nucleotide binding protein (G protein), gamma 11
